FID,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
56,44,RHODE ISLAND,RI,44005,Newport,44005040304,"Census Tract 403.04, Newport County, Rhode Island",2.1613349,2931.0,200.0,1324.0,79.0,1268.0,100.0,429.0,168.0,74.0,37.0,34101.0,3331.0,230.0,95.0,471.0,90.0,616.0,93.0,470.0,104.0,130.0,69.3,570.0,312.4,33.0,50.7,338.0,90.0,82.0,70.0,7.0,17.0,121.0,63.0,68.0,61.0,14.8,5.6,4.6,2.4,34101.0,3331.0,11.1,4.4,16.1,2.6,21.0,2.8,16.3,3.5,10.3,5.4,19.4,10.6,1.2,1.8,25.5,6.6,6.2,5.1,0.6,1.3,9.5,4.7,2.3,2.1,0.6234,0.2134,0.41,0.5481,1.795,0.4686,0.5146,0.6402,0.7824,0.6569,2.5941,0.8577,0.5858,0.4351,1.0209,0.5188,0.9205,0.9498,0.3724,0.6067,0.7364,3.5858,0.9623,8.9958,0.7573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,148.0,80.0,5.1,2.7,5233.0
57,44,RHODE ISLAND,RI,44005,Newport,44005040400,"Census Tract 404, Newport County, Rhode Island",7.3613786,6312.0,402.0,2994.0,141.0,2578.0,163.0,287.0,195.0,255.0,106.0,43065.0,7022.0,268.0,104.0,1495.0,147.0,1242.0,192.0,538.0,162.0,225.0,117.2,441.0,582.8,40.0,80.0,54.0,56.6,77.0,60.0,0.0,24.0,33.0,37.0,217.0,130.0,4.7,3.1,7.7,3.2,43065.0,7022.0,5.9,2.3,23.7,2.6,19.7,2.8,8.9,2.7,8.7,4.5,7.0,9.2,0.7,1.3,1.8,1.9,2.6,2.0,0.0,0.9,1.3,1.4,3.4,2.0,0.1757,0.5649,0.1757,0.2218,1.1381,0.2385,0.8996,0.4979,0.1172,0.5649,2.0795,0.5397,0.2218,0.318,0.5397,0.2552,0.2218,0.9038,0.0,0.0628,0.8159,2.0042,0.431,5.7615,0.3138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,364.0,135.0,6.0,2.3,10498.0
58,44,RHODE ISLAND,RI,44005,Newport,44005040500,"Census Tract 405, Newport County, Rhode Island",0.9289166,4311.0,370.0,2156.0,147.0,2052.0,164.0,744.0,299.0,158.0,115.0,24177.0,2772.0,282.0,130.0,446.0,97.0,1328.0,228.0,765.0,225.0,374.0,126.5,1962.0,482.1,171.0,139.3,516.0,159.2,0.0,12.0,63.0,60.2,624.0,182.0,5.0,5.0,17.4,7.3,7.9,5.6,24177.0,2772.0,10.4,4.5,10.3,2.4,30.8,4.6,18.3,5.3,18.2,6.0,45.5,10.5,4.2,3.4,23.9,7.2,0.0,1.6,3.1,2.9,30.4,7.7,0.1,0.1,0.6987,0.5732,0.728,0.5146,2.5146,0.6736,0.205,0.9456,0.9079,0.8452,2.9038,0.9582,0.8075,0.6987,1.5063,0.7782,0.8996,0.0,0.8075,0.9582,0.2134,2.8787,0.7992,9.8033,0.8117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,500.0,274.0,12.0,6.2,4681.0
59,44,RHODE ISLAND,RI,44005,Newport,44005040600,"Census Tract 406, Newport County, Rhode Island",0.4042028,4363.0,439.0,2385.0,111.0,2095.0,171.0,567.0,233.0,165.0,92.0,35831.0,3961.0,263.0,188.0,494.0,123.0,595.0,203.0,306.0,113.0,134.0,113.6,1285.0,609.6,247.0,219.9,57.0,45.3,0.0,12.0,0.0,17.0,261.0,118.0,10.0,11.0,13.1,5.3,5.7,3.1,35831.0,3961.0,8.4,5.7,11.3,2.8,13.6,4.4,7.1,2.7,6.4,5.4,29.5,13.7,6.2,5.5,2.4,1.9,0.0,1.5,0.0,0.8,12.5,5.5,0.2,0.3,0.5858,0.3347,0.3264,0.3849,1.6318,0.431,0.2427,0.113,0.0418,0.4351,0.8326,0.0335,0.682,0.7573,1.4393,0.7322,0.2427,0.0,0.0,0.6987,0.3264,1.2678,0.1423,5.1715,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,468.0,13.6,10.5,4610.0
60,44,RHODE ISLAND,RI,44005,Newport,44005040700,"Census Tract 407, Newport County, Rhode Island",0.6212941,3467.0,335.0,1894.0,83.0,1525.0,117.0,290.0,190.0,40.0,38.0,47436.0,6430.0,190.0,100.0,531.0,95.0,417.0,140.0,407.0,194.0,65.0,60.2,572.0,480.2,100.0,113.1,7.0,17.0,23.0,36.0,58.0,61.2,140.0,69.0,15.0,18.0,8.4,5.2,1.7,1.7,47436.0,6430.0,7.0,3.4,15.3,3.1,12.0,3.9,11.8,5.5,4.3,3.9,16.5,13.8,3.0,3.4,0.4,0.9,1.2,1.9,3.8,4.0,9.2,4.5,0.4,0.5,0.4017,0.0167,0.0837,0.2803,0.7824,0.1046,0.431,0.0837,0.364,0.2134,1.0921,0.0586,0.5356,0.6318,1.1674,0.5983,0.1213,0.8075,0.8703,0.5858,0.4728,2.8577,0.7866,5.8996,0.3389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,254.0,10.6,7.0,1845.0
61,44,RHODE ISLAND,RI,44005,Newport,44005041000,"Census Tract 410, Newport County, Rhode Island",0.2746977,1642.0,185.0,1412.0,81.0,1010.0,115.0,366.0,145.0,62.0,60.0,43673.0,8222.0,51.0,29.0,317.0,109.0,47.0,46.0,172.0,100.0,13.0,24.2,189.0,250.6,0.0,48.0,290.0,93.5,0.0,12.0,0.0,17.0,206.0,77.0,80.0,83.0,23.0,8.5,5.7,5.3,43673.0,8222.0,3.9,2.2,19.3,6.1,2.9,2.8,11.2,6.2,1.3,2.4,11.5,15.2,0.0,2.9,20.5,6.5,0.0,2.4,0.0,1.7,20.4,6.8,4.9,5.0,0.7866,0.3347,0.159,0.1046,1.3849,0.3473,0.7197,0.0084,0.3096,0.0209,1.0586,0.0502,0.4142,0.0,0.4142,0.1967,0.8285,0.0,0.0,0.8661,0.8745,2.569,0.6904,5.4268,0.2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,103.0,13.5,6.6,5108.0
62,44,RHODE ISLAND,RI,44005,Newport,44005041100,"Census Tract 411, Newport County, Rhode Island",0.3243431,1422.0,178.0,1094.0,43.0,756.0,84.0,228.0,85.0,63.0,53.0,55208.0,14019.0,23.0,23.0,301.0,56.0,212.0,46.0,183.0,71.0,53.0,32.2,252.0,238.0,6.0,47.5,239.0,64.0,0.0,12.0,7.0,16.3,81.0,40.0,0.0,12.0,16.0,5.8,8.6,7.3,55208.0,14019.0,2.1,2.0,21.2,3.9,14.9,2.6,13.4,5.1,7.0,4.2,17.7,16.6,0.4,3.5,21.8,5.8,0.0,3.1,0.9,2.2,10.7,5.0,0.0,0.8,0.6611,0.6444,0.0293,0.0209,1.3556,0.3347,0.795,0.1506,0.5146,0.4644,1.9247,0.431,0.569,0.2385,0.8075,0.4268,0.8661,0.0,0.4937,0.636,0.0,1.9958,0.4142,6.0837,0.3682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,48.0,6.1,3.5,1924.0
63,44,RHODE ISLAND,RI,44005,Newport,44005041300,"Census Tract 413, Newport County, Rhode Island",9.4476823,5462.0,18.0,3016.0,155.0,2327.0,139.0,356.0,238.0,151.0,82.0,55263.0,7634.0,121.0,88.0,1189.0,131.0,998.0,161.0,549.0,198.0,146.0,103.4,515.0,280.6,62.0,85.5,107.0,80.7,0.0,17.0,14.0,29.4,67.0,50.0,15.0,8.0,6.5,4.3,5.6,3.1,55263.0,7634.0,3.0,2.2,21.8,2.4,18.3,2.9,10.1,3.6,6.3,4.4,9.4,5.1,1.2,1.6,3.5,2.7,0.0,1.2,0.6,1.3,2.9,2.1,0.3,0.1,0.3013,0.3222,0.0251,0.0628,0.7113,0.0753,0.8452,0.3682,0.1674,0.4059,1.7866,0.3222,0.3598,0.4393,0.7992,0.4142,0.3138,0.0,0.3933,0.1757,0.3724,1.2552,0.1339,4.5523,0.1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,257.0,7.2,4.7,3235.0
64,44,RHODE ISLAND,RI,44005,Newport,44005041400,"Census Tract 414, Newport County, Rhode Island",20.5315538,3494.0,19.0,2305.0,139.0,1636.0,100.0,352.0,192.0,97.0,47.0,49414.0,5756.0,68.0,49.0,912.0,121.0,565.0,87.0,492.0,101.0,46.0,30.1,167.0,87.1,19.0,55.9,13.0,17.0,44.0,41.0,0.0,17.0,75.0,54.0,0.0,12.0,10.1,5.5,5.0,2.5,49414.0,5756.0,2.5,1.8,26.1,3.5,16.2,2.5,14.1,2.9,2.8,1.8,4.8,2.5,0.6,1.6,0.6,0.7,1.9,1.8,0.0,1.0,4.6,3.3,0.0,0.3,0.4728,0.2552,0.0586,0.0293,0.8159,0.1172,0.9414,0.2008,0.6276,0.1088,1.8787,0.3891,0.0921,0.2762,0.3682,0.1757,0.1464,0.8787,0.0,0.318,0.0,1.3431,0.1506,4.4059,0.0962,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0,86.0,4.3,2.5,1395.0
65,44,RHODE ISLAND,RI,44005,Newport,44005041601,"Census Tract 416.01, Newport County, Rhode Island",1.0475534,3124.0,235.0,1583.0,54.0,1415.0,99.0,293.0,250.0,177.0,80.0,33843.0,4971.0,282.0,95.0,502.0,91.0,546.0,127.0,475.0,103.0,146.0,94.1,100.0,335.9,50.0,61.7,164.0,63.6,9.0,15.0,0.0,17.0,75.0,44.0,2.0,5.0,9.4,7.7,9.8,4.4,33843.0,4971.0,11.6,4.0,16.1,3.5,17.5,3.8,15.2,3.5,10.3,6.6,3.2,10.7,1.7,2.1,10.4,4.0,0.6,0.9,0.0,1.2,5.3,3.1,0.1,0.2,0.4477,0.749,0.4226,0.5941,2.2134,0.5941,0.5146,0.2929,0.7197,0.6611,2.1883,0.6234,0.0377,0.5146,0.5523,0.2594,0.5565,0.7699,0.0,0.3849,0.1674,1.8787,0.3724,6.8326,0.5063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,153.0,5.6,5.0,1421.0
66,44,RHODE ISLAND,RI,44005,Newport,44005041602,"Census Tract 416.02, Newport County, Rhode Island",3.1325247,4362.0,203.0,2161.0,67.0,2008.0,98.0,228.0,113.0,186.0,86.0,44752.0,5172.0,285.0,115.0,1183.0,131.0,659.0,101.0,733.0,172.0,100.0,61.7,300.0,302.3,0.0,48.0,166.0,52.6,8.0,12.0,31.0,47.5,64.0,36.0,46.0,18.0,5.3,2.5,7.6,3.4,44752.0,5172.0,8.2,3.3,27.1,2.7,15.1,2.2,16.9,3.9,5.0,3.1,6.9,6.9,0.0,1.2,7.7,2.4,0.4,0.6,1.5,2.4,3.2,1.7,1.1,0.4,0.2301,0.5523,0.1255,0.3682,1.2762,0.3054,0.9582,0.1548,0.7992,0.2636,2.1757,0.6151,0.2134,0.0,0.2134,0.0669,0.4686,0.7364,0.6109,0.2134,0.6234,2.6527,0.728,6.318,0.4477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,268.0,171.0,6.2,4.0,2633.0
67,44,RHODE ISLAND,RI,44005,Newport,44005041701,"Census Tract 417.01, Newport County, Rhode Island",6.7859917,3353.0,181.0,1552.0,55.0,1394.0,91.0,185.0,103.0,141.0,64.0,34476.0,4035.0,308.0,107.0,939.0,138.0,575.0,73.0,365.0,99.0,127.0,64.0,126.0,260.2,8.0,48.0,119.0,56.1,38.0,33.0,0.0,17.0,66.0,51.0,7.0,5.0,5.5,3.1,8.0,3.5,34476.0,4035.0,12.1,4.0,28.0,3.5,17.1,2.0,10.9,2.9,9.1,4.6,3.8,7.8,0.2,1.5,7.7,3.6,2.4,2.1,0.0,1.2,4.7,3.6,0.2,0.1,0.2469,0.6025,0.3933,0.6234,1.8661,0.4979,0.9749,0.2678,0.2552,0.5858,2.0837,0.5523,0.0669,0.1674,0.2343,0.0795,0.4644,0.8954,0.0,0.3222,0.3138,1.9958,0.4142,6.1799,0.3808,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.0,68.0,4.1,2.1,3312.0
68,44,RHODE ISLAND,RI,44005,Newport,44005041702,"Census Tract 417.02, Newport County, Rhode Island",18.1053985,4956.0,194.0,2267.0,81.0,1973.0,111.0,386.0,200.0,194.0,86.0,39041.0,3538.0,249.0,126.0,944.0,129.0,1029.0,120.0,456.0,159.0,74.0,49.4,57.0,280.8,11.0,49.8,0.0,17.0,213.0,104.0,16.0,23.3,15.0,22.0,10.0,5.0,7.8,4.0,6.8,3.0,39041.0,3538.0,6.8,3.4,19.0,2.5,20.8,2.3,9.2,3.2,3.8,2.5,1.2,5.7,0.2,1.1,0.0,0.7,9.4,4.6,0.8,1.2,0.8,1.1,0.2,0.1,0.3808,0.4644,0.2552,0.2636,1.364,0.3431,0.6946,0.6234,0.1255,0.1548,1.5983,0.2176,0.0,0.1506,0.1506,0.0335,0.0,0.9833,0.4603,0.0418,0.3054,1.7908,0.318,4.9038,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,331.0,221.0,6.7,4.5,1443.0
69,44,RHODE ISLAND,RI,44007,Providence,44007000102,"Census Tract 1.02, Providence County, Rhode Island",0.9194301,5297.0,522.0,1964.0,82.0,1763.0,102.0,1119.0,356.0,503.0,183.0,18195.0,2825.0,866.0,230.0,538.0,190.0,1247.0,286.0,912.0,205.0,293.0,96.4,4650.0,555.8,1021.0,284.7,101.0,44.7,0.0,17.0,63.0,55.5,223.0,70.0,9.0,5.0,21.2,6.4,17.4,6.0,18195.0,2825.0,26.4,5.6,10.2,3.5,23.5,4.9,17.2,4.2,16.6,5.4,87.8,5.9,21.2,5.5,5.1,2.3,0.0,1.8,3.6,3.1,12.6,3.9,0.2,0.1,0.7615,0.9498,0.841,0.8828,3.4351,0.887,0.1925,0.7782,0.841,0.8117,2.6234,0.8828,0.9749,0.9623,1.9372,0.9707,0.3682,0.0,0.8452,0.7113,0.2636,2.1883,0.5188,10.1841,0.8577,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,727.0,234.0,13.7,4.2,2822.0
70,44,RHODE ISLAND,RI,44007,Providence,44007000200,"Census Tract 2, Providence County, Rhode Island",0.4246805,6697.0,582.0,2353.0,99.0,2079.0,139.0,2421.0,668.0,572.0,210.0,14028.0,2055.0,1280.0,301.0,580.0,130.0,1975.0,374.0,1195.0,361.0,552.0,175.0,5992.0,639.9,1528.0,395.7,364.0,158.6,45.0,57.0,141.0,111.8,447.0,151.0,48.0,80.0,36.2,10.3,19.0,6.3,14028.0,2055.0,34.2,7.7,8.7,2.1,29.5,5.0,17.9,5.1,26.6,8.2,89.5,5.6,24.2,5.9,15.5,6.7,1.9,2.4,6.8,5.4,21.5,7.3,0.7,1.2,0.9247,0.9874,0.9498,0.9331,3.795,0.9833,0.1381,0.9247,0.8787,0.9665,2.9079,0.9623,0.9833,0.9749,1.9582,0.9958,0.7197,0.8787,0.9623,0.8745,0.5565,3.9916,1.0,12.6527,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1247.0,308.0,18.6,4.1,4636.0
71,44,RHODE ISLAND,RI,44007,Providence,44007000300,"Census Tract 3, Providence County, Rhode Island",0.4281485,6307.0,765.0,2635.0,97.0,2117.0,177.0,1568.0,620.0,587.0,183.0,16206.0,2232.0,1100.0,343.0,702.0,239.0,1306.0,354.0,986.0,304.0,356.0,164.3,5504.0,810.6,1432.0,470.6,274.0,104.9,0.0,17.0,174.0,114.7,602.0,155.0,138.0,36.0,25.3,9.5,17.2,4.6,16206.0,2232.0,28.7,7.6,11.1,3.8,20.7,5.0,15.8,5.2,16.8,7.6,87.3,7.3,24.1,7.4,10.4,4.0,0.0,1.3,8.2,5.4,28.4,6.8,2.2,0.5,0.8117,0.9456,0.9038,0.8954,3.5565,0.9247,0.2259,0.6151,0.7406,0.8201,2.4017,0.7573,0.9707,0.9707,1.9414,0.9749,0.5607,0.0,0.9916,0.9456,0.7197,3.2176,0.8912,11.1172,0.9414,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,1406.0,581.0,22.6,8.0,5707.0
72,44,RHODE ISLAND,RI,44007,Providence,44007000400,"Census Tract 4, Providence County, Rhode Island",0.2492868,4002.0,375.0,1344.0,49.0,1182.0,79.0,1498.0,411.0,355.0,126.0,12436.0,2159.0,568.0,168.0,265.0,98.0,1268.0,220.0,538.0,180.0,432.0,112.5,3720.0,417.7,779.0,223.2,0.0,17.0,0.0,12.0,87.0,54.0,271.0,86.0,73.0,21.0,37.4,9.6,18.1,6.5,12436.0,2159.0,24.5,6.7,6.6,2.5,31.7,4.6,13.4,4.4,36.5,9.2,93.0,5.8,21.2,5.8,0.0,1.3,0.0,2.6,7.4,4.5,22.9,7.3,1.8,0.5,0.9331,0.9707,0.9833,0.8577,3.7448,0.9791,0.0711,0.9623,0.5146,1.0,2.5481,0.841,0.9916,0.9582,1.9498,0.9791,0.0,0.0,0.9707,0.8996,0.6904,2.5607,0.6862,10.8033,0.9205,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,692.0,238.0,17.3,5.3,4492.0
73,44,RHODE ISLAND,RI,44007,Providence,44007000500,"Census Tract 5, Providence County, Rhode Island",0.2258071,3055.0,462.0,1192.0,67.0,1081.0,93.0,1143.0,438.0,308.0,127.0,11421.0,1679.0,626.0,149.0,323.0,90.0,1071.0,220.0,334.0,130.0,298.0,110.7,2893.0,472.9,548.0,202.5,151.0,55.5,0.0,12.0,51.0,53.4,213.0,77.0,0.0,12.0,37.4,12.0,22.4,8.5,11421.0,1679.0,35.4,7.2,10.6,3.5,35.1,4.9,10.9,4.3,27.6,10.0,94.7,5.9,19.6,6.7,12.7,4.6,0.0,2.9,4.7,4.9,19.7,6.8,0.0,0.4,0.9331,0.9958,0.9958,0.9456,3.8703,1.0,0.2176,1.0,0.2552,0.9707,2.4435,0.7866,0.9958,0.9414,1.9372,0.9665,0.6276,0.0,0.9121,0.8577,0.0,2.3975,0.6025,10.6485,0.8954,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,389.0,152.0,12.7,4.9,3289.0
74,44,RHODE ISLAND,RI,44007,Providence,44007001000,"Census Tract 10, Providence County, Rhode Island",0.1759834,2172.0,322.0,1307.0,70.0,1125.0,100.0,873.0,297.0,81.0,59.0,20938.0,3735.0,556.0,252.0,157.0,72.0,247.0,182.0,176.0,84.0,39.0,56.3,1177.0,398.0,356.0,266.7,440.0,91.9,0.0,12.0,33.0,34.2,425.0,82.0,0.0,12.0,41.1,13.9,6.8,5.2,20938.0,3735.0,36.4,10.7,7.2,3.4,11.4,8.2,8.1,3.7,3.5,5.0,54.2,16.5,16.8,12.3,33.7,6.8,0.0,2.6,2.9,3.0,37.8,6.4,0.0,0.6,0.9791,0.4644,0.8201,0.9582,3.2218,0.8243,0.0879,0.0753,0.0837,0.1423,0.3891,0.0167,0.8326,0.9289,1.7615,0.8828,0.9582,0.0,0.795,0.9833,0.0,2.7364,0.7657,8.1088,0.6862,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,377.0,133.0,17.4,5.6,1093.0
75,44,RHODE ISLAND,RI,44007,Providence,44007001100,"Census Tract 11, Providence County, Rhode Island",0.1911645,2317.0,279.0,1281.0,61.0,1067.0,85.0,667.0,259.0,86.0,55.0,29948.0,5764.0,279.0,124.0,139.0,71.0,314.0,140.0,250.0,112.0,26.0,24.8,694.0,376.0,113.0,87.6,270.0,88.9,0.0,12.0,9.0,19.2,315.0,100.0,5.0,3.0,28.8,9.9,6.0,3.8,29948.0,5764.0,17.6,7.1,6.0,2.9,13.6,5.8,10.8,4.7,2.4,2.3,30.0,15.8,5.2,4.0,21.1,6.9,0.0,2.7,0.8,1.8,29.5,9.0,0.2,0.1,0.8536,0.3598,0.5607,0.749,2.523,0.6904,0.0544,0.1088,0.2385,0.0753,0.477,0.0209,0.6946,0.7322,1.4268,0.7238,0.8452,0.0,0.4686,0.954,0.318,2.5858,0.6946,7.0126,0.5397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,542.0,199.0,23.4,7.7,9360.0
76,44,RHODE ISLAND,RI,44007,Providence,44007001200,"Census Tract 12, Providence County, Rhode Island",0.2150631,3412.0,389.0,1287.0,61.0,1200.0,83.0,1328.0,383.0,322.0,141.0,16200.0,2846.0,611.0,149.0,259.0,79.0,951.0,219.0,525.0,165.0,268.0,88.8,2793.0,427.8,459.0,148.5,525.0,110.7,0.0,12.0,14.0,25.1,303.0,90.0,126.0,62.0,40.0,9.9,19.7,8.3,16200.0,2846.0,33.1,7.5,7.6,2.5,27.9,5.6,15.8,4.9,22.3,7.2,81.9,8.4,14.3,4.3,40.8,8.4,0.0,2.7,1.2,2.1,25.3,7.3,3.7,1.8,0.9707,0.9916,0.9121,0.9205,3.795,0.9833,0.1004,0.8954,0.7406,0.9121,2.6485,0.887,0.9414,0.8996,1.841,0.9247,0.9791,0.0,0.5523,0.9247,0.8368,3.2929,0.9079,11.5774,0.9791,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,501.0,166.0,15.1,4.5,1916.0
77,44,RHODE ISLAND,RI,44007,Providence,44007001300,"Census Tract 13, Providence County, Rhode Island",0.2265905,4905.0,538.0,1786.0,67.0,1557.0,111.0,1326.0,413.0,299.0,126.0,17225.0,3022.0,1414.0,274.0,313.0,122.0,1296.0,297.0,519.0,151.0,172.0,91.4,3936.0,587.1,1055.0,263.2,194.0,80.1,24.0,28.0,127.0,72.2,367.0,101.0,58.0,88.0,27.4,7.5,12.1,4.9,17225.0,3022.0,43.5,7.2,6.4,2.5,26.4,5.3,10.7,3.0,11.0,5.8,80.2,8.1,23.2,5.2,10.9,4.5,1.3,1.6,8.2,4.6,23.6,6.6,1.2,1.8,0.8243,0.8619,0.8619,0.9916,3.5397,0.9121,0.0628,0.8536,0.2218,0.6862,1.8243,0.3431,0.9289,0.9665,1.8954,0.954,0.569,0.8201,0.9874,0.9079,0.6276,3.9121,0.9874,11.1715,0.9498,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1267.0,338.0,26.1,7.0,2316.0
78,44,RHODE ISLAND,RI,44007,Providence,44007001400,"Census Tract 14, Providence County, Rhode Island",0.3493092,7083.0,741.0,2279.0,113.0,2020.0,145.0,2005.0,615.0,520.0,232.0,16004.0,2671.0,1729.0,523.0,384.0,151.0,1829.0,370.0,1239.0,382.0,659.0,231.9,6861.0,755.1,1896.0,561.8,322.0,110.2,0.0,17.0,54.0,59.8,391.0,150.0,155.0,86.0,28.3,8.0,14.3,6.3,16004.0,2671.0,37.2,8.8,5.4,2.1,25.8,4.5,17.5,4.6,32.6,11.2,96.9,3.3,28.6,7.9,14.1,4.8,0.0,1.5,2.7,3.0,19.4,7.3,2.2,1.2,0.8494,0.9163,0.9205,0.9665,3.6527,0.9498,0.0335,0.8326,0.8619,0.9958,2.7238,0.9121,1.0,0.9916,1.9916,1.0,0.6653,0.0,0.749,0.8494,0.7238,2.9874,0.8201,11.3556,0.9623,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1707.0,528.0,24.1,6.4,2637.0
